gene_id	gene_short_name	cell_group	marker_score	mean_expression	fraction_expressing	specificity	pseudo_R2	marker_test_p_value	marker_test_q_value	gene_ID	unitpro	up_evalue	cel	cel_evalue	dmel	dmel_evalue	spur_acc	spur_evalue	Gene Type	Protein accession
LOC105322262	LOC105322262	1	0.204568534	13.29041997	0.977459016	0.209286047	0.075560103	5.10E-29	1.56E-23	glutamine synthetase 2 cytoplasmic-like	P20478.3	0	Y105C5B.28a.1	0	Gs2-PD	0	XP_030853466.1	0	protein-coding	NP_001295770.1
LOC105348083	LOC105348083	1	0.202597133	12.69293545	0.961065574	0.210804693	0.048016467	6.90E-19	2.11E-13	MAP kinase-interacting serine/threonine-protein kinase 1	O08605.2	2.95E-152	R166.5b.1	5.32E-115	Lk6-PB	2.17E-126	XP_779905.1	8.94E-147	protein-coding	XP_011455691.1
LOC109619047	LOC109619047	1	0.200657998	13.73959859	0.863729508	0.232315784	0.005829721	0.002111232	1	uncharacterized LOC109619047	Q5RJ80.1	1.6	R05G6.10c.1	0.67	Nepl3-PA	3.6	XP_030855807.1	5.4	protein-coding	XP_019923837.2
LOC105340753	LOC105340753	1	0.193670089	1.514371957	0.50102459	0.386548072	0.11568915	4.97E-44	1.52E-38	kelch-like protein 20	Q6DFF6.1	0	R12E2.1.1	0	dbo-PB	0	XP_789626.2	0	protein-coding	XP_011445248.1
LOC117684133	LOC117684133	1	0.192973901	236.286666	1	0.192973901	0.07711534	1.35E-29	4.14E-24	small subunit ribosomal RNA_rRNA									rRNA	
LOC105334827	LOC105334827	1	0.188748272	1.61914331	0.601434426	0.313830176	0.117491682	1.03E-44	3.16E-39	polypyrimidine tract-binding protein 1	O95758.2	0	D2089.4a.1	1.03E-161	heph-PQ	1.06E-146	XP_030852575.1	1.28E-164	protein-coding	XP_011436706.1
LOC105336376	LOC105336376	1	0.185061569	4.748796433	0.848360656	0.218140207	0.026899884	3.51E-11	1.07E-05	ras-related protein Rab-9A	Q9R0M6.1	2.78E-98	W03C9.3.2	1.15E-63	Rab9-PA	3.15E-64	XP_030836470.1	3.02E-96	protein-coding	XP_011438975.1
LOC105342681	LOC105342681	1	0.182733921	2.32674465	0.668032787	0.273540348	0.078231802	5.22E-30	1.60E-24	"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-2"	P10688.1	0	K10F12.3b.1	1.14E-117	norpA-PE	2.95E-82	XP_030830012.1	8.96E-180	protein-coding	XP_011447996.2
LOC105330764	LOC105330764	1	0.180000622	3.58443919	0.783811475	0.229647853	0.083104335	8.12E-32	2.48E-26	G1/S-specific cyclin-D2	P30280.1	1.90E-115	Y38F1A.5.2	2.89E-30	CycD-PF	1.24E-39	XP_030850103.1	1.30E-80	protein-coding	XP_011430967.2
LOC105322265	LOC105322265	1	0.178504142	9.839201294	0.963114754	0.18534047	0.013222922	3.57E-06	1	glutamine synthetase	Q8HZM5.3	0	Y105C5B.28a.1	0	Gs2-PF	0	XP_030853466.1	0	protein-coding	XP_011419208.2
LOC105348069	LOC105348069	1	0.177296671	8.412837593	0.807377049	0.219595876	0.030148178	2.29E-12	7.02E-07	transcription factor Sox-2	P48430.1	4.49E-79	K08A8.2a.3	2.43E-52	Sox21a-PA	1.08E-46	NP_999639.1	2.59E-59	protein-coding	XP_011455662.1
LOC105338802	LOC105338802	1	0.176761352	4.004687665	0.80942623	0.218378582	0.064207166	7.91E-25	2.42E-19	uncharacterized LOC105338802	Q9N4M4.3	0.56	ZK973.6a.1	0.05	Rab11-PA	1	XP_030855127.1	0.003	protein-coding	XP_019927195.2
LOC105342896	LOC105342896	1	0.176716995	2.220713501	0.638319672	0.27684717	0.071863504	1.19E-27	3.63E-22	ras and EF-hand domain-containing protein homolog	Q08CX1.1	6.12E-111	C33D12.6.1	1.18E-59	Rab1-PA	5.45E-40	XP_030848909.1	1.17E-147	protein-coding	XP_034298905.1
LOC105327591	LOC105327591	1	0.175518026	1.091243655	0.401639344	0.437004065	0.139892158	3.02E-53	9.23E-48	uncharacterized LOC105327591	B0CDM2.1	1.6	T23D8.4.3	2.7	CG42258-PC	0.74	XP_030835070.1	5.2	protein-coding	XP_011426464.2
LOC117688311	LOC117688311	1	0.172305728	3.225454324	0.75307377	0.228803253	0.027365095	2.37E-11	7.26E-06	uncharacterized LOC117688311	Q3T073.1	1.56E-19	F59F4.2.1	5.58E-15	CG32276-PB	3.64E-16	XP_030837588.1	8.24E-15	protein-coding	XP_034322146.1
LOC105321127	LOC105321127	2	0.432156058	4.761255917	0.743221691	0.581463194	0.441362598	3.67E-153	1.12E-147	transcription factor AP-2-alpha-like	P58197.1	9.13E-98	K06A1.1.1	4.22E-61	TfAP-2-PF	9.75E-84	XP_030839379.1	1.33E-100	protein-coding	XP_034336905.1
LOC105327445	LOC105327445	2	0.377921126	32.43059996	0.925039872	0.408545769	0.264800777	3.62E-88	1.11E-82	sperm-specific protein PHI-2B/PHI-3	Q3HNG7.1	5.91E-12	C18G1.5.1	9.40E-09			XP_030839851.1	5.41E-08	protein-coding	XP_011426236.2
LOC105331128	LOC105331128	2	0.357054095	6.039563043	0.540669856	0.660392087	0.266692831	7.89E-89	2.41E-83	protocadherin-9	Q08174.2	2.22E-109	F15B9.7a.1	3.11E-64	ds-PB	4.04E-91	XP_787157.2	1.02E-86	protein-coding	XP_011431489.2
LOC105348851	LOC105348851	2	0.347016789	3.62247897	0.799043062	0.434290473	0.305986355	9.83E-103	3.00E-97	uncharacterized LOC105348851	E7FDB3.1	8.32E-26	R03D7.7.1	4.48E-05	nos-PB	1.70E-17	XP_030841829.1	1.38E-24	protein-coding	XP_011456725.1
LOC105329873	LOC105329873	2	0.344821391	4.0905734	0.488038278	0.706545791	0.281913351	3.53E-94	1.08E-88	gamma-aminobutyric acid type B receptor subunit 2	O75899.1	2.26E-50	ZK180.1.1	1.43E-35	GABA-B-R2-PC	9.26E-39	XP_030833503.1	7.68E-55	protein-coding	XP_011429658.2
LOC105327723	LOC105327723	2	0.316438524	10.64333748	0.470494418	0.672565949	0.192591146	2.05E-63	6.28E-58	homeobox protein XHOX-3	P50476.1	3.83E-43	M142.4.1	5.13E-31	eve-PA	9.58E-37	NP_999816.1	1.07E-33	protein-coding	XP_011426639.2
LOC105342044	LOC105342044	2	0.305513577	3.346646643	0.411483254	0.742469041	0.238151269	6.42E-79	1.96E-73	homeobox protein not2	Q91770.1	2.55E-33	C27A12.5.1	3.98E-16	CG18599-PA	2.63E-29	XP_011682339.2	4.40E-32	protein-coding	XP_011447133.1
LOC105338251	LOC105338251	2	0.303808412	2.568020514	0.771929825	0.393569988	0.2752678	7.74E-92	2.37E-86	homeobox protein Dlx6a	P20009.3	1.15E-49	C28A5.4a.1	2.76E-28	Dll-PB	4.16E-35	NP_001123282.1	1.15E-37	protein-coding	XP_011441570.1
LOC105349121	LOC105349121	2	0.292270115	13.79204817	0.953748006	0.306443749	0.165553117	2.18E-54	6.67E-49	golgin subfamily A member 4	Q14980.2	7.64E-14	F38B2.1d.1	0.021	Plp-PK	0.005	XP_030836675.1	2.80E-24	protein-coding	XP_019918232.2
LOC105334834	LOC105334834	2	0.277633186	3.937640996	0.599681021	0.462968105	0.206160464	5.42E-68	1.66E-62	T-box transcription factor TBX6	Q13207.3	4.37E-95	F21H11.3.2	7.75E-85	bi-PE	5.83E-88	XP_011680189.2	2.79E-122	protein-coding	XP_011436726.1
LOC105332802	LOC105332802	2	0.276267166	14.37363179	0.787878788	0.350646788	0.099184466	9.66E-33	2.95E-27	uncharacterized LOC105332802_ncRNA									lncRNA	
LOC105321334	LOC105321334	2	0.269836246	4.519669912	0.891547049	0.302660691	0.200783293	3.57E-66	1.09E-60	sodium-dependent proline transporter	Q9Y345.3	0	T03F7.1.1	1.57E-142	GlyT-PB	5.47E-166	XP_799073.3	0	protein-coding	XP_011417900.2
LOC105337235	LOC105337235	2	0.268925027	4.974979387	0.864433812	0.311099617	0.180487504	2.34E-59	7.15E-54	G-protein-signaling modulator 2	P81274.3	0	F32A6.4a.2	2.02E-91	pins-PA	0	XP_030852865.1	0	protein-coding	XP_011440171.2
LOC105325769	LOC105325769	2	0.264052039	11.30383262	0.964912281	0.273653932	0.164390912	5.30E-54	1.62E-48	disks large-associated protein 5	Q8K4R9.2	1.77E-38	W03A5.6b.1	8.81E-05	vlc-PB	1.11E-16	XP_030829847.1	7.18E-37	protein-coding	XP_011423802.2
LOC105321026	LOC105321026	2	0.261765205	3.361909925	0.818181818	0.319935251	0.163049553	1.47E-53	4.51E-48	ubiquitin-conjugating enzyme E2 S	C3Z724.1	8.82E-102	M7.1.1	1.36E-32	CG8188-PD	1.38E-90	XP_030839949.1	2.39E-99	protein-coding	XP_011417508.1
LOC105349033	LOC105349033	2	0.259958738	3.042476603	0.79585327	0.32664154	0.173748409	4.13E-57	1.26E-51	GATA zinc finger domain-containing protein 14	Q9H1Q7.1	1.64E-93	D2030.8.2	2.01E-33			XP_030841298.1	1.76E-90	protein-coding	XP_034330368.1
LOC117681413	LOC117681413	2	0.259024615	2.642423762	0.773524721	0.334862749	0.150706729	1.75E-49	5.35E-44	cytoskeleton-associated protein 2-like	Q8WWK9.1	1.68E-11	T12A7.4b.2	1.6	CG13284-PE	1.5	XP_030836408.1	4.68E-19	protein-coding	XP_034301704.1
LOC105321539	LOC105321539	2	0.258306176	6.283207143	0.939393939	0.27497109	0.200723397	3.73E-66	1.14E-60	uncharacterized LOC105321539	F4HRS2.2	0.59	Y27F2A.7.1	1.3	inaC-PA	0.35	XP_030835572.1	0.5	protein-coding	XP_011418154.2
LOC105348069	LOC105348069	2	0.256093118	12.90625495	0.843700159	0.303535699	0.07919214	2.38E-26	7.26E-21	transcription factor Sox-2	P48430.1	4.49E-79	K08A8.2a.3	2.43E-52	Sox21a-PA	1.08E-46	NP_999639.1	2.59E-59	protein-coding	XP_011455662.1
LOC105334607	LOC105334607	2	0.255691516	4.274408201	0.891547049	0.286795314	0.188021079	7.03E-62	2.15E-56	structural maintenance of chromosomes protein 5	Q8CG46.1	0	C27A2.1.1	5.12E-101	SMC5-PF	5.25E-77	XP_030832464.1	0	protein-coding	XP_034324476.1
LOC105336299	LOC105336299	2	0.254640075	23.62060309	0.998405104	0.255046849	0.234720444	9.73E-78	2.98E-72	ribonucleoside-diphosphate reductase small chain	P07201.2	0	C03C10.3.1	2.46E-168	RnrS-PA	0	XP_780110.1	0	protein-coding	XP_011438847.1
LOC105348733	LOC105348733	2	0.253770887	18.16471897	0.998405104	0.254176272	0.234518136	1.14E-77	3.49E-72	G2/mitotic-specific cyclin-A	P04962.1	1.11E-167	ZK507.6.1	2.90E-50	CycA-PA	2.13E-85	XP_030836024.1	8.60E-114	protein-coding	XP_034299932.1
LOC105317751	LOC105317751	2	0.252266381	4.599894009	0.387559809	0.65090955	0.163562694	9.97E-54	3.05E-48	transcription factor GATA-3	P23772.1	1.01E-88	W09C2.1f.1	4.23E-59	grn-PB	1.04E-64	NP_999704.1	3.21E-74	protein-coding	XP_011412780.1
LOC105334934	LOC105334934	2	0.250461802	5.385203609	0.933014354	0.268443674	0.153461817	2.16E-50	6.62E-45	metal-response element-binding transcription factor 2-like	Q5R7T9.1	1.24E-120	C28H8.9a.1	9.08E-05	Pcl-PB	2.12E-55	XP_030853565.1	5.66E-142	protein-coding	XP_034302860.1
LOC105332883	LOC105332883	2	0.249992403	5.941633446	0.937799043	0.266573532	0.153617114	1.92E-50	5.88E-45	targeting protein for Xklp2	E2RYF8.1	2.83E-127	Y38H6C.14.1	6.4	Vap33-PA	0.49	XP_798362.2	7.13E-106	protein-coding	XP_011433915.2
LOC105318289	LOC105318289	3	0.591885343	12.92274816	0.972292191	0.608752542	0.766403138	9.09E-235	2.78E-229	centrosome and spindle pole-associated protein 1	B2RX88.2	0.007	F47D12.4c.2	1.5	CG15563-PA	0.000416	XP_001195971.3	5.07E-16	protein-coding	XP_034328674.1
LOC109619311	LOC109619311	3	0.589626926	34.33253604	0.992443325	0.594116471	0.769609336	5.96E-236	1.82E-230	uncharacterized LOC109619311_ncRNA									lncRNA	
LOC105333118	LOC105333118	3	0.571732184	3.756603348	0.921914358	0.620157587	0.680000936	1.07E-203	3.26E-198	forkhead-associated domain-containing protein 1	A6PWD2.1	5.01E-65	C18H9.8a.1	0.000246	CG6398-PB	0.13	XP_030835452.1	0	protein-coding	XP_011434246.2
LOC105337196	LOC105337196	3	0.559755262	4.988926672	0.904282116	0.619005122	0.648656037	8.40E-193	2.57E-187	EF-hand calcium-binding domain-containing protein 6	Q5THR3.1	2.24E-25	C24H10.5.1	4.31E-06	CG11638-PA	4.11E-05	XP_030835414.1	0	protein-coding	XP_011440138.1
LOC105328679	LOC105328679	3	0.554769408	2.439225873	0.861460957	0.64398671	0.614908516	2.79E-181	8.52E-176	zinc finger protein castor homolog 1	Q9CWL2.3	2.12E-91	K05F1.13.1	0.000368	cas-PC	1.87E-87	XP_030843227.1	1.92E-84	protein-coding	XP_011427960.2
LOC105331314	LOC105331314	3	0.55287536	7.465307298	0.924433249	0.598069531	0.600503092	1.99E-176	6.08E-171	retrograde protein of 51 kDa	P22488.2	8.23E-109	F38B2.1b.1	5.95E-84	Lam-PD	3.34E-35	NP_999665.1	2.53E-39	protein-coding	XP_034302882.1
LOC105338349	LOC105338349	3	0.538034412	2.275984651	0.828715365	0.649239093	0.586532022	9.31E-172	2.85E-166	uncharacterized LOC105338349	Q4R899.1	2.34E-40	K05B2.3.1	1.15E-12	LamC-PB	4.47E-24	XP_030845501.1	1.41E-84	protein-coding	XP_034325076.1
LOC105330238	LOC105330238	3	0.537610907	3.543352205	0.846347607	0.635212887	0.580700423	8.10E-170	2.48E-164	uncharacterized LOC105330238	Q0E908.1	5.72E-16	K02C4.4a.1	8.30E-15	Hil-PA	9.74E-17	XP_030849230.1	1.94E-05	protein-coding	XP_019923637.2
LOC105343388	LOC105343388	3	0.53746826	6.366306921	0.947103275	0.567486434	0.645510234	1.02E-191	3.11E-186	doublecortin domain-containing protein 2	D3ZR10.1	1.04E-28	C32E8.10a.1	5.95E-08	igl-PC	0.000114	XP_030843589.1	5.46E-16	protein-coding	XP_019928965.2
LOC105339087	LOC105339087	3	0.533556171	2.002613505	0.788413098	0.676746964	0.562741864	6.96E-164	2.13E-158	NACHT and WD repeat domain-containing protein 2	Q9ULI1.3	3.24E-107	T05C3.2.1	9.51E-129	CG10185-PA	2.09E-120	XP_030830137.1	1.72E-109	protein-coding	XP_011442802.2
LOC105339314	LOC105339314	3	0.52756578	3.273984999	0.896725441	0.58832476	0.608643877	3.63E-179	1.11E-173	sperm flagellar protein 1	Q0IH24.1	1.11E-40	W04C9.1b.1	4.2	CG16719-PA	8.24E-11	XP_782895.3	4.63E-41	protein-coding	XP_011443098.1
LOC105328728	LOC105328728	3	0.525659648	7.003894209	0.959697733	0.547734594	0.65749503	7.43E-196	2.27E-190	"dynein beta chain, ciliary"	P23098.1	0	F18C12.1.1	0	Dhc93AB-PB	0	XP_030839985.1	0	protein-coding	XP_011428027.2
LOC105318939	LOC105318939	3	0.525412358	2.904184684	0.80604534	0.651839707	0.550203809	8.95E-160	2.74E-154	ankyrin repeat and SOCS box protein 2	Q8NFD2.1	1.55E-07	Y71A12B.4.1	3.12E-06	Ank2-PX	1.47E-05	XP_030844191.1	5.90E-13	protein-coding	XP_011414580.2
LOC105343242	LOC105343242	3	0.52357342	4.795128557	0.879093199	0.595583517	0.602307863	4.92E-177	1.51E-171	interaptin	Q16787.2	2.71E-09	K08C7.3c.1	9.91E-06	Rok-PB	0.014	XP_030833023.1	4.48E-57	protein-coding	XP_011448828.2
LOC105339683	LOC105339683	3	0.523528731	68.14142852	1	0.523528731	0.709404883	4.25E-214	1.30E-208	caveolin-1	Q2QL79.1	1.77E-30	T13F2.8a.1	9.76E-19	CG17119-PC	2.4	XP_782608.1	2.50E-19	protein-coding	XP_011443643.1
LOC105331920	LOC105331920	3	0.523018699	4.941034368	0.934508816	0.559672301	0.624900898	1.14E-184	3.48E-179	rootletin	Q5TZA2.1	0	ZC8.4d.1	2.84E-43	Root-PF	8.13E-128	XP_030842680.1	0	protein-coding	XP_011432588.2
LOC105331026	LOC105331026	3	0.520684813	2.322341658	0.83627204	0.622626116	0.575455502	4.44E-168	1.36E-162	titin	P12255.4	0.012	C16A3.8.1	0.014	CG13449-PB	4.22E-09	XP_011668354.2	1.48E-29	protein-coding	XP_019924002.2
LOC105344592	LOC105344592	3	0.513595172	2.850588705	0.831234257	0.617870556	0.544773785	5.29E-158	1.62E-152	uncharacterized LOC105344592	Q2EG98.2	0.27	T04A8.16.1	0.98	Tti1-PA	3	XP_030841309.1	4.20E-07	protein-coding	XP_011450691.2
LOC105324661	LOC105324661	3	0.512381243	6.620690488	0.937027708	0.546815467	0.62864083	6.06E-186	1.85E-180	trichohyalin	Q09002.1	3.12E-05	C10G11.5b.1	3.4			XP_799977.2	1.38E-16	protein-coding	XP_011422094.2
LOC105333153	LOC105333153	3	0.51019093	14.54079698	0.98488665	0.518019946	0.730770937	9.14E-222	2.80E-216	poly(rC)-binding protein 3	P57721.2	1.46E-125	Y119D3B.17.1	3.81E-87	mub-PE	2.32E-104	XP_030828957.1	9.97E-130	protein-coding	XP_011434288.1
LOC105339818	LOC105339818	3	0.505471923	3.574220743	0.909319899	0.555879096	0.602689233	3.67E-177	1.12E-171	thioredoxin domain-containing protein 3 homolog	P90666.1	0	F25H2.5.4	7.84E-14	nmdyn-D6-PA	3.93E-26	XP_030832245.1	0	protein-coding	XP_011443856.2
LOC105337438	LOC105337438	3	0.502961726	5.62272493	0.906801008	0.554655015	0.572633056	3.81E-167	1.17E-161	uncharacterized LOC105337438	Q3V2K1.1	4.01E-11	Y65B4BR.8.1	3.2	Mvl-PE	0.76	XP_001194759.2	2.46E-26	protein-coding	XP_011440456.1
LOC105326216	LOC105326216	3	0.501079846	8.612775528	0.919395466	0.545010134	0.556794189	6.24E-162	1.91E-156	uncharacterized LOC105326216	O69061.1	1.4	F22E12.1.1	3.6	Tm1-PH	3.7	XP_030854019.1	3.7	protein-coding	XP_034338272.1
LOC105318461	LOC105318461	3	0.500642217	4.722041014	0.942065491	0.531430375	0.639274093	1.41E-189	4.30E-184	RNA-binding protein Nova-1	Q2PFW9.1	1.02E-84	Y59A8B.10a.3	1.74E-32	ps-PM	1.76E-92	XP_030855075.1	6.50E-74	protein-coding	XP_011413904.2
LOC105334733	LOC105334733	3	0.498320424	45.30043243	1	0.498320424	0.698072727	4.54E-210	1.39E-204	calmodulin	Q95NR9.3	1.40E-102	T21H3.3a.1	1.42E-102	Cam-PD	7.47E-103	XP_003726932.1	8.41E-103	protein-coding	XP_011436588.1
LOC105335693	LOC105335693	4	0.560629978	5.990765663	0.941747573	0.595308121	0.670433126	9.75E-176	2.98E-170	uncharacterized LOC105335693	O30004.1	1	T07C12.11.1	0.31	CG12699-PB	4.4	XP_030850118.1	2.96E-19	protein-coding	XP_011438026.2
LOC105317582	LOC105317582	4	0.536644622	7.67309311	0.961165049	0.558327233	0.661757386	3.80E-173	1.16E-167	"tryptophan 2,3-dioxygenase"	P20351.1	2.68E-152	C28H8.11a.2	5.02E-139	v-PA	1.22E-150	XP_030836965.1	3.90E-138	protein-coding	XP_011412571.2
LOC105327435	LOC105327435	4	0.531400461	4.09594456	0.906148867	0.586438365	0.59784277	2.17E-154	6.65E-149	universal stress protein Slr1101	P74148.1	1.19E-08	R05D11.1.1	0.32	CG42541-PF	3.1	XP_030844609.1	0.34	protein-coding	XP_011426215.1
LOC105337948	LOC105337948	4	0.486875546	8.359018665	0.996763754	0.488456311	0.703499372	1.04E-185	3.17E-180	transcriptional regulator Myc-A	Q17103.1	2.03E-40	T19B10.11.1	1.77E-07	Myc-PA	4.20E-10	NP_999744.1	7.33E-31	protein-coding	XP_011441199.2
LOC105333580	LOC105333580	4	0.43612084	3.012657104	0.805825243	0.541210199	0.430467001	8.55E-108	2.61E-102	5-phosphohydroxy-L-lysine phospho-lyase	Q8TBG4.1	0	T01B11.2a.2	1.22E-141	CG8745-PA	0	XP_793741.4	0	protein-coding	XP_034312954.1
LOC105320108	LOC105320108	4	0.428543907	3.280171499	0.854368932	0.501591163	0.449422183	6.71E-113	2.05E-107	adenosine receptor A2b	P29274.2	1.05E-72	C02D4.2g.1	2.35E-39	AdoR-PA	1.97E-55	XP_011674514.1	1.85E-87	protein-coding	XP_011416207.2
LOC105341338	LOC105341338	4	0.425853857	8.460333553	0.98381877	0.432858032	0.562005527	4.09E-144	1.25E-138	uncharacterized LOC105341338	Q9I8X3.1	0.1	F28H7.11.1	1.3			XP_030844854.1	7.4	protein-coding	XP_011446119.2
LOC105328514	LOC105328514	4	0.401224183	5.400939994	0.935275081	0.428990562	0.477064084	2.03E-120	6.19E-115	"pro-neuregulin-3, membrane-bound isoform"	O35181.1	0.000137	T11F8.3b.2	0.026	stan-PD	0.43	XP_030855814.1	0.00048	protein-coding	XP_011427724.1
LOC105322262	LOC105322262	4	0.384682118	29.58343093	1	0.384682118	0.713700662	8.04E-189	2.46E-183	glutamine synthetase 2 cytoplasmic-like	P20478.3	0	Y105C5B.28a.1	0	Gs2-PD	0	XP_030853466.1	0	protein-coding	NP_001295770.1
LOC105339753	LOC105339753	4	0.379278424	3.699938195	0.883495146	0.429293161	0.394504313	3.19E-98	9.76E-93	harmonin	Q9Y6N9.3	1.01E-12	C52A11.4d.1	1.41E-08	CG5921-PE	1.78E-08	XP_787871.3	1.34E-21	protein-coding	XP_011443760.2
LOC105335854	LOC105335854	4	0.367844984	2.067945328	0.766990291	0.479595359	0.355683732	4.74E-88	1.45E-82	uncharacterized LOC105335854	Q8TDI7.3	2.1	ZC482.6.1	1.5	Kul-PB	0.82	XP_030841673.1	2.5	protein-coding	XP_019926019.2
LOC105340436	LOC105340436	4	0.356954472	19.54994846	1	0.356954472	0.609240227	1.08E-157	3.30E-152	forkhead box protein E1	Q5J3Q5.1	1.05E-38	C47G2.2.1	5.29E-31	croc-PA	7.97E-30	XP_003727565.2	3.13E-33	protein-coding	XP_011444776.2
LOC105339204	LOC105339204	4	0.348452375	2.382490079	0.796116505	0.437690179	0.334634696	1.33E-82	4.05E-77	uncharacterized LOC105339204_ncRNA									lncRNA	
LOC105322950	LOC105322950	4	0.340585139	3.590958244	0.818770227	0.415971572	0.296630136	6.91E-73	2.11E-67	"nitric oxide synthase, salivary gland"	Q9Z0J4.1	0	K10D2.6.2	2.63E-60	Nos-PA	0	XP_030847312.1	0	protein-coding	XP_011420163.2
LOC105347353	LOC105347353	4	0.334149029	1.012531682	0.514563107	0.649383961	0.301607926	3.76E-74	1.15E-68	hypothetical protein	A0A286YDK6.1	2.47E-30	F35H10.10.1	2.9	trr-PC	9.2	XP_003725473.2	3.44E-17	protein-coding	XP_011454699.2
LOC105325948	LOC105325948	4	0.325603435	3.858318145	0.838187702	0.388461241	0.358492572	8.81E-89	2.69E-83	transient receptor potential cation channel subfamily M member-like 2	A7T1N0.1	1.02E-97	ZK512.3.1	1.34E-59	Trpm-PJ	5.40E-34	XP_030829334.1	8.19E-84	protein-coding	XP_019921765.2
LOC109617465	LOC109617465	4	0.321159322	2.762565743	0.805825243	0.398547111	0.323088208	1.23E-79	3.77E-74	homeobox protein 4	Q9BYU1.2	1.48E-08	F31E3.1.1	7.83E-08	exd-PE	6.84E-09	XP_030853236.1	1.02E-07	protein-coding	XP_019919189.2
LOC117691743	LOC117691743	4	0.320090649	2.533698516	0.757281553	0.422683806	0.270785581	2.31E-66	7.06E-61	methylosome protein 50-like	Q5RBZ2.1	1.64E-68	C18E3.5.1	1.19E-07	Pex7-PB	8.42E-08	XP_030843749.1	7.99E-84	protein-coding	XP_034334290.1
LOC105320602	LOC105320602	4	0.318895845	1.836206722	0.579288026	0.55049618	0.304540194	6.75E-75	2.06E-69	uncharacterized LOC105320602	Q8JSZ3.1	0.032	B0478.1b.2	3.5			XP_030843424.1	0.24	protein-coding	XP_011416905.2
LOC105317360	LOC105317360	4	0.313124966	2.110227768	0.773462783	0.404835208	0.297715458	3.67E-73	1.12E-67	ras-GEF domain-containing family member 1B	Q6DHR3.2	0	R05G6.10a.1	6.73E-121	CG7369-PA	5.07E-115	XP_030835722.1	0	protein-coding	XP_011412288.2
LOC105332961	LOC105332961	4	0.31294103	3.888497476	0.889967638	0.351631921	0.281946858	3.58E-69	1.10E-63	mitochondrial folate transporter/carrier	Q8BMG8.1	4.40E-116	K01C8.7a.1	2.28E-72	CG8026-PD	5.45E-125	XP_783090.2	3.60E-130	protein-coding	XP_011434024.2
