gene_id	gene_short_name	cell_group	marker_score	mean_expression	fraction_expressing	specificity	pseudo_R2	marker_test_p_value	marker_test_q_value	gene_ID	unitpro	up_evalue	cel	cel_evalue	dmel	dmel_evalue	spur_acc	spur_evalue	Gene Type	Protein accession
LOC105338027	LOC105338027	2	0.180891278	18.84911887	0.785790598	0.230202904	0.310660041	1.57E-226	1.62E-220	forkhead box protein B1	Q64732.2	8.02E-53	F38A6.1b.1	9.33E-48	fkh-PD	4.64E-47	XP_003727565.2	6.06E-80	protein-coding	XP_011441298.1
LOC105339250	LOC105339250	2	0.177102614	4.637348001	0.830662393	0.213206491	0.322805463	1.45E-235	1.50E-229	protein starmaker	Q09472.2	0.72	F13D11.2a.1	5.1	Khc-73-PC	2.1	XP_030853182.1	3.4	protein-coding	XP_011443016.2
LOC105337551	LOC105337551	2	0.176257961	10.23237272	0.583867521	0.301880058	0.209296789	6.58E-152	6.79E-146	whey acidic protein	A7X4K1.1	1.21E-09	K03D10.1.1	5.47E-08	Ppn-PF	0.000365	XP_030842564.1	3.43E-12	protein-coding	XP_011440605.1
LOC105319520	LOC105319520	2	0.174608007	3.745154885	0.832799145	0.209664008	0.304448573	6.41E-222	6.61E-216	zinc finger protein Dzip1	Q86YF9.1	1.24E-48	C01G5.7b.1	0.000195	DZIP1-PB	6.72E-11	XP_030837805.1	6.94E-73	protein-coding	XP_011415397.2
LOC105334253	LOC105334253	2	0.172892595	5.391587153	0.774038462	0.223364346	0.261562039	3.23E-190	3.33E-184	uncharacterized LOC105334253_ncRNA									lncRNA	
LOC105348488	LOC105348488	2	0.170849276	11.75233405	0.940705128	0.181618311	0.409812058	7.25E-301	7.49E-295	calcyphosin-like protein	Q6P8Y1.4	2.37E-94	T07G12.1b.1	4.88E-10	CG31345-PA	6.35E-73	XP_030852317.1	4.06E-91	protein-coding	XP_011456234.1
LOC105330379	LOC105330379	2	0.170407567	3.093859402	0.742521368	0.229498536	0.274100914	1.84E-199	1.90E-193	uncharacterized LOC105330379	Q0E908.1	1.19E-49	K02C4.4b.1	3.93E-45	Hil-PA	1.46E-48	XP_030843285.1	3.59E-45	protein-coding	XP_011430321.2
LOC105345813	LOC105345813	2	0.167290011	6.117893412	0.885683761	0.188882328	0.388074513	1.88E-284	1.94E-278	CCAAT/enhancer-binding protein gamma	Q03484.1	6.69E-12	ZK909.4.1	1.17E-06	slbo-PB	1.49E-06	XP_003725328.3	1.39E-12	protein-coding	XP_011452432.1
LOC105327638	LOC105327638	2	0.167156062	2.698043432	0.787393162	0.212290467	0.304532085	5.56E-222	5.73E-216	hypothetical protein	Q14789.2	3.5	K04A8.6a.1	1.1	BORCS5-PA	8.5	XP_030844751.1	0.006	protein-coding	XP_011426526.2
LOC105329309	LOC105329309	2	0.166860617	9.178984732	0.839209402	0.198830729	0.272037061	6.14E-198	6.34E-192	nesprin-1	Q8NF91.4	0	K11C4.3c.1	9.04E-58	Msp300-PK	0	XP_030855596.1	0	protein-coding	XP_034324974.1
LOC105326142	LOC105326142	2	0.166373954	1.917661391	0.668803419	0.248763612	0.240484164	1.00E-174	1.03E-168	uncharacterized LOC105326142	Q7ZVU1.1	1.97E-05			sano-PE	4.68E-29	XP_030843324.1	0.29	protein-coding	XP_011424306.1
LOC105330482	LOC105330482	2	0.164690448	3.430463701	0.84775641	0.194266237	0.3127924	4.08E-228	4.21E-222	ABC transporter F family member 4-like	Q3TRR0.2	3.07E-16	C34D4.1.1	9.10E-05			XP_030841607.1	7.32E-12	protein-coding	XP_011430493.2
LOC105321987	LOC105321987	3	0.208528803	5.458662769	0.48581355	0.429236284	0.210544303	4.42E-148	4.56E-142	protein odd-skipped-related 2	Q32NK7.1	2.81E-51	C34H3.2.1	8.31E-52	odd-PA	8.26E-46	XP_011678010.2	1.02E-50	protein-coding	XP_011418803.2
LOC105345868	LOC105345868	3	0.207956404	1.549902082	0.409959467	0.50726089	0.173366078	6.75E-122	6.96E-116	chordin	O57472.1	3.49E-121	F19C6.3.1	4.88E-06	sog-PB	2.41E-78	XP_030843065.1	1.77E-119	protein-coding	XP_011452499.2
LOC105344804	LOC105344804	3	0.182508243	0.928599726	0.273306312	0.667779102	0.130501223	6.62E-92	6.83E-86	uncharacterized LOC105344804	Q66KX2.1	0.000441	F15G9.4b.1	0.000151	dpr4-PB	5.69E-07	XP_003723404.2	3.66E-07	protein-coding	XP_011450993.2
LOC105319548	LOC105319548	3	0.179723575	5.042982956	0.564562826	0.318341143	0.183185406	8.50E-129	8.77E-123	fatty acid-binding protein homolog 6	O01814.1	1.24E-05	W02D3.7.1	1.09E-06			XP_003725867.1	0.011	protein-coding	XP_011415437.1
LOC105318190	LOC105318190	3	0.150705561	3.011999253	0.674580197	0.223406442	0.26561621	3.60E-187	3.72E-181	silk gland factor 1	O42097.1	1.38E-90	F38A6.1b.1	5.30E-57	fkh-PD	7.27E-73	NP_001073010.1	7.17E-95	protein-coding	XP_011413445.1
LOC105322136	LOC105322136	3	0.144020109	15.75729653	0.983207875	0.146479817	0.385293811	2.05E-273	2.11E-267	caveolin-3	Q00PJ9.1	4.33E-31	C56A3.7c.1	5.10E-21	Mad1-PA	0.45	XP_782608.1	4.47E-28	protein-coding	XP_011418976.1
LOC105333986	LOC105333986	3	0.137636815	2.049407465	0.675159236	0.203858302	0.200763847	3.54E-141	3.66E-135	uncharacterized LOC105333986	P25666.2	0.004	T11F9.12.1	6.50E-08	Cubn-PB	9	XP_030832037.1	0.53	protein-coding	XP_011435539.2
LOC105342978	LOC105342978	3	0.136243261	43.04490315	0.91835553	0.148355682	0.158865098	9.96E-112	1.03E-105	protein PLANT CADMIUM RESISTANCE 3	P0CW97.1	1.90E-13	K10H10.1.2	2.3	Smug-PA	2.1	XP_011678719.1	6.51E-26	protein-coding	XP_011448413.1
LOC105346409	LOC105346409	3	0.135149291	2.877737359	0.706427331	0.191313792	0.208537539	1.16E-146	1.19E-140	uncharacterized LOC105346409_ncRNA									lncRNA	
LOC105332572	LOC105332572	3	0.13475128	1.83922791	0.520555877	0.258860356	0.158720549	1.26E-111	1.30E-105	FRAS1-related extracellular matrix protein 1	Q5H8C1.3	0	C48E7.6.1	3.97E-18	kon-PD	4.09E-32	XP_030851816.1	0	protein-coding	XP_034314777.1
LOC105324288	LOC105324288	3	0.132654782	7.078372228	0.892298784	0.148666326	0.235863324	5.25E-166	5.42E-160	uncharacterized LOC105324288	P47928.1	0.001	VC5.3a.1	0.042	amos-PA	0.15	XP_780755.2	0.004	protein-coding	XP_034331437.1
LOC109618898	LOC109618898	3	0.12985063	1.417054752	0.572669369	0.226746246	0.183875405	2.78E-129	2.87E-123	uncharacterized LOC109618898	P24871.2	1.2	R08F11.1a.1	2	lva-PD	1.4	XP_030845687.1	2.42E-07	protein-coding	XP_034337969.1
LOC105336455	LOC105336455	3	0.123503236	1.805015494	0.50492183	0.244598725	0.139198511	5.65E-98	5.83E-92	15-hydroxyprostaglandin dehydrogenase [NAD(+)]	Q8VCC1.1	3.44E-67	F01G4.2a.1	1.33E-22	Pdh-PD	6.52E-38	XP_011681272.1	7.65E-55	protein-coding	XP_034317378.1
LOC105329107	LOC105329107	3	0.12342831	5.178252725	0.811812391	0.152040436	0.195415229	2.09E-137	2.16E-131	pregnancy zone protein	P20742.4	1.75E-180	ZK337.1c.2	3.08E-113	Tep2-PB	1.10E-110	XP_030832878.1	0	protein-coding	XP_034308640.1
LOC105327239	LOC105327239	3	0.122770203	2.845857886	0.535031847	0.229463356	0.19240794	2.75E-135	2.83E-129	homeobox protein goosecoid	P54366.2	6.33E-35	ZK993.1b.1	1.09E-25	Gsc-PC	3.26E-26	NP_999663.1	5.06E-49	protein-coding	XP_011425891.1
LOC105338802	LOC105338802	3	0.120346861	3.749277894	0.786913723	0.152935268	0.177428917	9.45E-125	9.75E-119	uncharacterized LOC105338802	Q9N4M4.3	0.56	ZK973.6a.1	0.05	Rab11-PA	1	XP_030855127.1	0.003	protein-coding	XP_019927195.2
LOC117685291	LOC117685291	3	0.11938168	2.581186397	0.737116387	0.161957707	0.176541456	3.97E-124	4.10E-118	uncharacterized LOC117685291	Q96DM1.3	4.94E-18	F32B5.7b.2	1.8			XP_030830504.1	7.41E-20	protein-coding	XP_034315511.1
LOC105339645	LOC105339645	3	0.114917201	2.549607148	0.582513028	0.197278335	0.124307319	1.37E-87	1.42E-81	LIM domain transcription factor LMO4.1	Q5FVB2.1	1.76E-61	K03E6.1b.1	3.16E-28	CG5708-PC	5.40E-36	XP_030847226.1	1.17E-30	protein-coding	XP_011443580.1
LOC105337692	LOC105337692	3	0.11187595	11.77648688	0.910248987	0.122906975	0.221813315	4.75E-156	4.90E-150	uncharacterized LOC105337692	C4JTH6.1	1.2	T05F1.4.1	5.7	RhoGAP18B-PD	2.9	XP_030830981.1	0.01	protein-coding	XP_011440857.2
LOC105343076	LOC105343076	3	0.105756379	1.229446947	0.473074696	0.223551122	0.144201069	1.81E-101	1.87E-95	tripartite motif-containing protein 3	A4IF63.1	5.04E-41	F54G8.4a.1	4.17E-25	tn-PC	7.17E-23	XP_787393.2	9.80E-36	protein-coding	XP_034328262.1
LOC105323995	LOC105323995	3	0.105583601	5.148462179	0.503763752	0.209589516	0.112451841	2.45E-79	2.53E-73	uncharacterized LOC105323995	P06495.1	0.007	E02A10.3c.1	0.000817	Duox-PC	0.005	XP_030845346.1	0.008	protein-coding	XP_011421357.2
LOC105322769	LOC105322769	3	0.10466669	3.436172834	0.775332947	0.134995798	0.181383169	1.57E-127	1.62E-121	contactin	Q9VN14.2	2.14E-177	C33F10.5d.1	6.05E-72	Cont-PA	1.27E-170	XP_030829353.1	2.73E-92	protein-coding	XP_011419952.2
LOC105348895	LOC105348895	3	0.104360208	4.57253085	0.795020266	0.131267356	0.150561819	6.46E-106	6.67E-100	failed axon connections homolog	D3ZAT9.1	1.87E-51	Y48C3A.3.1	1.18E-32	fax-PC	8.81E-32	XP_790728.1	0.000202	protein-coding	XP_011456795.2
LOC105347051	LOC105347051	3	0.10371155	1.455402555	0.352634627	0.29410484	0.101262634	1.46E-71	1.51E-65	uncharacterized LOC105347051	Q8IV03.2	0.000426	T25D10.4.1	0.003	CG31038-PG	0.31	XP_003724213.1	0.000468	protein-coding	XP_034313923.1
LOC105326266	LOC105326266	3	0.103421704	5.009092	0.838448176	0.123348952	0.097674874	4.52E-69	4.66E-63	adenosylhomocysteinase-like 1	Q9VZX9.1	0	K02F2.2.2	1.56E-157	AhcyL1-PA	0	XP_030856428.1	0	protein-coding	XP_034305381.1
LOC105322588	LOC105322588	4	0.479444626	55.24957835	0.93599493	0.512229939	0.647690527	0	0	uncharacterized LOC105322588	Q8WWQ8.3	0.64	T12A7.2a.2	0.82	ft-PA	9.8	XP_030829172.1	0.000876	protein-coding	XP_011419704.2
LOC105318663	LOC105318663	4	0.477517388	98.34853369	0.972750317	0.490894097	0.723156236	0	0	"keratin, type I cytoskeletal 10"	A5DVD6.1	0.069	K08E4.1.2	1.2			XP_030837225.1	0.59	protein-coding	XP_019918915.2
LOC105319984	LOC105319984	4	0.476077843	38.57694852	0.875158428	0.543990468	0.531482002	0	0	low-density lipoprotein receptor-related protein 12	Q5R662.2	3.23E-12	Y105E8A.7b.1	1.74E-09	CG6024-PF	1.36E-08	XP_030840750.1	3.30E-21	protein-coding	XP_011416033.2
LOC105333667	LOC105333667	4	0.471646135	51.84105673	0.956907478	0.492885828	0.704546007	0	0	"glutenin, high molecular weight subunit DX5"	P33431.3	5.10E-26	ZK430.3.1	2.95E-29	Sod3-PF	1.88E-23	XP_030829251.1	1.55E-25	protein-coding	XP_011435043.2
LOC117689752	LOC117689752	4	0.470736295	203.7609402	0.958808619	0.490959599	0.629736863	0	0	uncharacterized LOC117689752	Q2M2H8.3	0.49	T12A7.2a.2	0.009	Myo10A-PF	8.2	XP_787095.2	0.03	protein-coding	XP_034327518.1
LOC105347382	LOC105347382	4	0.467721422	67.06274177	0.925855513	0.505177552	0.61369072	0	0	uncharacterized LOC105347382_ncRNA									lncRNA	
LOC105341213	LOC105341213	4	0.465456748	17.40990521	0.942965779	0.493609374	0.706000033	0	0	collagen alpha-6(IV) chain	Q96P44.1	5.03E-23	K04H4.1a.1	3.82E-23			XP_030855715.1	3.99E-18	protein-coding	XP_011445896.2
LOC105342075	LOC105342075	4	0.463729222	221.9334593	0.92712294	0.500180938	0.57959418	0	0	"keratin, type II cytoskeletal 1"	Q7KRW8.1	0.063	Y54E5A.4.1	0.53			XP_030831660.1	0.000291	protein-coding	XP_034330553.1
LOC105342064	LOC105342064	4	0.460957505	119.7927712	0.964512041	0.477917834	0.665691435	0	0	shematrin-like protein 2	I1S4T3.3	0.023	F54D8.6.1	6.09E-05			XP_798354.3	0.028	protein-coding	XP_034327157.1
LOC117689753	LOC117689753	4	0.459811222	116.8485111	0.9626109	0.477670908	0.655853296	0	0	uncharacterized LOC117689753	Q8Y2E3.2	0.55	T12A7.2a.2	0.01	Myo10A-PF	7	XP_030829176.1	0.018	protein-coding	XP_034327519.1
LOC105323226	LOC105323226	4	0.453773022	37.75676276	0.97338403	0.466180878	0.731467534	0	0	FK506-binding protein 2	Q2YDL5.1	3.75E-23	C05C8.3.2	3.93E-18	Fkbp14-PD	2.23E-17	XP_786433.3	2.00E-14	protein-coding	XP_011420554.1
LOC117689669	LOC117689669	4	0.450615325	106.478731	0.952471483	0.47310112	0.63540454	0	0	prisilkin-39-like	I1S4T3.3	0.017	F54D8.6.1	5.31E-05	Ilp3-PA	9.8	XP_798354.3	0.025	protein-coding	XP_034327156.1
LOC105326856	LOC105326856	4	0.44506757	10.6154086	0.966413181	0.460535492	0.743918195	0	0	transcription factor SOX-5	B1H349.1	1.03E-55	T22B7.1f.3	2.42E-56	Sox102F-PD	5.94E-62	NP_999637.2	1.40E-59	protein-coding	XP_011425377.1
LOC105333215	LOC105333215	4	0.442549813	4.145640723	0.857414449	0.516144571	0.559060096	0	0	ETS homologous factor	Q3UPW2.1	1.19E-45	C33A11.4b.1	7.26E-41	Eip74EF-PA	1.84E-23	XP_011664706.1	5.91E-48	protein-coding	XP_034310128.1
LOC105342070	LOC105342070	4	0.442279027	85.82626688	0.87008872	0.508314861	0.512444703	0	0	uncharacterized LOC105342070	Q0C9L8.2	0.95	Y43D4A.5a.1	4					protein-coding	XP_011447198.2
LOC105332337	LOC105332337	4	0.441487324	78.06839682	0.954372624	0.462594287	0.669376106	0	0	uncharacterized LOC105332337	Q58EL2.1	1.40E-05	Y102A11A.3.1	4.2	Orc2-PA	4	XP_030855455.1	0.000132	protein-coding	XP_011433193.1
LOC105333669	LOC105333669	4	0.438182337	9.702551642	0.968314322	0.452520764	0.756069519	0	0	uncharacterized LOC105333669	P10792.1	6.94E-30	F55H2.1a.1	3.24E-24	Sod3-PD	6.79E-31	XP_030829250.1	2.72E-33	protein-coding	XP_011435046.2
LOC105318673	LOC105318673	4	0.435051716	90.91883526	0.975918885	0.445786759	0.722236046	0	0	hypothetical protein	A1RL84.1	0.57	T05G5.8a.2	0.2	CG15252-PC	4.7	XP_030854102.1	1.4	protein-coding	XP_011414204.2
LOC117680394	LOC117680394	4	0.433505603	34.65947482	0.948669202	0.456961818	0.668784513	0	0	uncharacterized LOC117680394	Q8WWQ8.3	0.57	F47C12.2.1	0.63			XP_030829172.1	0.001	protein-coding	XP_034327517.1
LOC105320302	LOC105320302	4	0.430178801	20.89210523	0.951837769	0.451945504	0.682403624	0	0	prolyl 4-hydroxylase subunit alpha-1	P16924.1	9.43E-60	F35G2.4.1	1.46E-46	PH4alphaEFB-PA	2.35E-47	XP_030835071.1	8.28E-49	protein-coding	XP_011416482.2
LOC105319736	LOC105319736	4	0.429675322	107.4763935	0.998098859	0.430493751	0.822659307	0	0	peptidyl-prolyl cis-trans isomerase FKBP2	Q9Y680.2	2.95E-42	F36H1.1a.3	5.36E-27	Fkbp14-PF	1.08E-55	XP_030855230.1	3.33E-31	protein-coding	XP_011415688.2
LOC117689777	LOC117689777	4	0.422829198	13.09022166	0.965779468	0.437811335	0.731311988	0	0	uncharacterized LOC117689777_ncRNA									lncRNA	
LOC105322586	LOC105322586	4	0.419422175	74.41742815	0.942965779	0.444790452	0.589972639	0	0	uncharacterized LOC105322586	Q8WWQ8.3	0.58	F47C12.2.1	0.5			XP_030829172.1	0.000843	protein-coding	XP_011419702.3
LOC105343814	LOC105343814	4	0.407392517	17.95589768	0.95373891	0.427153085	0.620800926	0	0	FAM10 family protein At4g22670	Q84PB3.2	0.21	Y47D7A.16a.1	2.1			XP_030850582.1	1.7	protein-coding	XP_011449600.2
LOC105345393	LOC105345393	4	0.407123819	135.6908034	0.963244613	0.422658807	0.66458462	0	0	peptidyl-prolyl cis-trans isomerase FKBP14	Q5R941.1	1.12E-06	C05C8.3.2	7.82E-07	Fkbp14-PF	0.006	XP_030855230.1	2.94E-05	protein-coding	XP_034301280.1
LOC105345029	LOC105345029	5	0.311890493	3.658666421	0.884089273	0.352781673	0.532505399	0	0	uncharacterized LOC105345029	P0DI02.1	2.7	ZC262.3a.1	2.1			XP_030831830.1	2.5	protein-coding	XP_011451312.2
