gene_id	gene_short_name	cell_group	marker_score	mean_expression	fraction_expressing	specificity	pseudo_R2	marker_test_p_value	marker_test_q_value	gene_ID	unitpro	up_evalue	cel	cel_evalue	dmel	dmel_evalue	spur_acc	spur_evalue	Gene Type	Protein accession
LOC105325769	LOC105325769	2	0.238458813	9.522426961	0.984028851	0.242329087	0.244728901	3.36E-167	1.28E-161	disks large-associated protein 5	Q8K4R9.2	1.77E-38	W03A5.6b.1	8.81E-05	vlc-PB	1.11E-16	XP_030829847.1	7.18E-37	protein-coding	XP_011423802.2
LOC105321334	LOC105321334	2	0.2360312	4.282770002	0.942812983	0.250347846	0.217161768	5.50E-148	2.10E-142	sodium-dependent proline transporter	Q9Y345.3	0	T03F7.1.1	1.57E-142	GlyT-PB	5.47E-166	XP_799073.3	0	protein-coding	XP_011417900.2
LOC105335618	LOC105335618	2	0.235866086	2.233401752	0.85007728	0.277464287	0.227334389	4.66E-155	1.78E-149	uncharacterized LOC105335618	O22184.2	0.19	CD4.2.1	0.088	Fem-1-PA	3	XP_011663284.2	8.17E-83	protein-coding	XP_034338648.1
LOC105334992	LOC105334992	2	0.233151935	2.032018656	0.798557445	0.29196639	0.215677954	5.88E-147	2.25E-141	phytanoyl-CoA hydroxylase-interacting protein-like	Q96FC7.3	8.53E-26	T10H4.13.1	1.61E-37	CG44085-PH	6.8	XP_001180668.2	6.1	protein-coding	XP_034306004.1
LOC105334934	LOC105334934	2	0.226622443	6.155486441	0.983513653	0.230421247	0.26995584	6.37E-185	2.43E-179	metal-response element-binding transcription factor 2-like	Q5R7T9.1	1.24E-120	C28H8.9a.1	9.08E-05	Pcl-PB	2.12E-55	XP_030853565.1	5.66E-142	protein-coding	XP_034302860.1
LOC105337739	LOC105337739	2	0.226047478	5.730262002	0.982998454	0.229957104	0.269108932	2.52E-184	9.62E-179	histone RNA hairpin-binding protein	P79943.1	6.11E-31	R06F6.1.1	1.71E-11	Slbp-PA	6.85E-27	NP_999831.1	2.68E-21	protein-coding	XP_011440911.2
LOC105339901	LOC105339901	2	0.225373942	1.959061331	0.80628542	0.279521292	0.205800561	4.10E-140	1.57E-134	catalase-like	P04040.3	0	Y54G11A.5.2	0	Cat-PA	0	XP_030843626.1	0	protein-coding	NP_001292310.1
LOC105347106	LOC105347106	2	0.221338463	5.557190138	0.969603297	0.228277341	0.2118335	2.73E-144	1.04E-138	late histone H2B.L4	P0C1H5.2	6.62E-67	H02I12.6.1	2.13E-61	His2B:CG33910-PA	2.46E-57	XP_781938.1	1.47E-66	protein-coding	XP_011454308.1
LOC105334607	LOC105334607	2	0.22004268	4.763541894	0.970633694	0.226700022	0.241314383	8.22E-165	3.14E-159	structural maintenance of chromosomes protein 5	Q8CG46.1	0	C27A2.1.1	5.12E-101	SMC5-PF	5.25E-77	XP_030832464.1	0	protein-coding	XP_034324476.1
LOC117688658	LOC117688658	2	0.217025283	2.788054042	0.891293148	0.24349484	0.163881698	2.72E-111	1.04E-105	uncharacterized LOC117688658	P21054.1	0.73	F35G12.8.2	2	Ilp7-PA	3.3	XP_030828382.1	2.7	protein-coding	XP_034322717.1
LOC105346676	LOC105346676	2	0.216326268	3.010120986	0.85625966	0.252640966	0.150369584	4.47E-102	1.71E-96	mitotic apparatus protein p62	P91753.1	1.66E-18	C06G4.1.1	1.3	Nph-PB	3.68E-09	XP_030841325.1	3.72E-19	protein-coding	XP_034328868.1
LOC105337235	LOC105337235	2	0.216133884	4.896747182	0.930448223	0.232290071	0.168654644	1.48E-114	5.65E-109	G-protein-signaling modulator 2	P81274.3	0	F32A6.4a.2	2.02E-91	pins-PA	0	XP_030852865.1	0	protein-coding	XP_011440171.2
LOC105318721	LOC105318721	2	0.21530614	1.297857079	0.673879444	0.319502461	0.181363464	2.86E-123	1.09E-117	cell division control protein 45 homolog	O75419.1	0	F34D10.2.1	8.07E-56	Cdc45-PA	3.90E-140	XP_001180929.1	0	protein-coding	XP_011414262.1
LOC105336299	LOC105336299	2	0.213948595	24.65562845	1	0.213948595	0.39321412	1.58E-273	6.05E-268	ribonucleoside-diphosphate reductase small chain	P07201.2	0	C03C10.3.1	2.46E-168	RnrS-PA	0	XP_780110.1	0	protein-coding	XP_011438847.1
LOC105333961	LOC105333961	2	0.213356688	4.038880489	0.949510562	0.224701753	0.212300544	1.29E-144	4.94E-139	uncharacterized LOC105333961	Q5THK1.1	0.07	T10H9.2.1	1.1	l(1)G0196-PM	6.3	XP_030854787.1	1.4	protein-coding	XP_034337511.1
LOC105324928	LOC105324928	2	0.211825238	2.785033538	0.899021123	0.235617643	0.174794223	9.22E-119	3.52E-113	speckle-type POZ protein-like	Q9VFP2.2	0	T16H12.5a.1	0	rdx-PF	0	XP_011671874.2	0	protein-coding	XP_034332058.1
LOC105336380	LOC105336380	2	0.210623605	3.101306479	0.909840289	0.23149514	0.173084854	1.37E-117	5.23E-112	protocadherin gamma-A7	Q6X862.1	2.62E-110	F15B9.7a.1	1.63E-53	ds-PB	1.28E-78	XP_787157.2	1.68E-89	protein-coding	XP_011438981.2
LOC105348733	LOC105348733	2	0.210106707	18.90858136	1	0.210106707	0.328051593	2.92E-226	1.12E-220	G2/mitotic-specific cyclin-A	P04962.1	1.11E-167	ZK507.6.1	2.90E-50	CycA-PA	2.13E-85	XP_030836024.1	8.60E-114	protein-coding	XP_034299932.1
LOC105318939	LOC105318939	3	0.445632847	3.875761772	0.956890921	0.46570914	0.600448612	0	0	ankyrin repeat and SOCS box protein 2	Q8NFD2.1	1.55E-07	Y71A12B.4.1	3.12E-06	Ank2-PX	1.47E-05	XP_030844191.1	5.90E-13	protein-coding	XP_011414580.2
LOC105337374	LOC105337374	3	0.44502565	5.549946345	0.971913782	0.457885934	0.629369418	0	0	Uncharacterized protein C2orf50	Q96LR7.1	1.13E-15	F41A4.1.1	2.2	Vps13B-PA	4.7	XP_030830022.1	1.66E-20	protein-coding	XP_011440376.1
LOC105339310	LOC105339310	3	0.434367559	2.219560322	0.920966688	0.471643072	0.559995859	0	0	sperm flagellar protein 1	Q0IH24.1	1.40E-53	Y81G3A.3b.3	5.4	CG12395-PA	5.28E-13	XP_782895.3	1.76E-47	protein-coding	XP_011443089.1
LOC105330238	LOC105330238	3	0.431594185	5.022692728	0.965382103	0.447070837	0.582825801	0	0	uncharacterized LOC105330238	Q0E908.1	5.72E-16	K02C4.4a.1	8.30E-15	Hil-PA	9.74E-17	XP_030849230.1	1.94E-05	protein-coding	XP_019923637.2
LOC105319306	LOC105319306	3	0.409889827	1.873512866	0.889614631	0.460749871	0.507761332	0	0	uncharacterized LOC105319306	A7MBE0.1	0.32	T02C5.5b.1	2.8	PRL-1-PD	6.4	XP_030829998.1	0.22	protein-coding	XP_011415090.2
LOC105337196	LOC105337196	3	0.40847306	3.44896966	0.938602221	0.43519294	0.541435406	0	0	EF-hand calcium-binding domain-containing protein 6	Q5THR3.1	2.24E-25	C24H10.5.1	4.31E-06	CG11638-PA	4.11E-05	XP_030835414.1	0	protein-coding	XP_011440138.1
LOC105326216	LOC105326216	3	0.406096227	8.417664518	0.984977139	0.412290002	0.59855289	0	0	uncharacterized LOC105326216	O69061.1	1.4	F22E12.1.1	3.6	Tm1-PH	3.7	XP_030854019.1	3.7	protein-coding	XP_034338272.1
LOC105319406	LOC105319406	3	0.404868849	4.526194272	0.967341607	0.418537615	0.572125493	0	0	protein ATP6V1FNB	B9EJX3.1	3.36E-11	Y51A2D.9a.1	2	CG13581-PA	0.017	XP_030828363.1	3.03E-31	protein-coding	XP_019919307.1
LOC105327518	LOC105327518	3	0.404441929	2.595782236	0.924885696	0.437288555	0.524201072	0	0	serine/arginine repetitive matrix protein 2-like	Q8JZP9.1	1.65E-33	ZK1151.1n.1	6.44E-15	pigs-PC	4.26E-30	XP_030828172.1	4.25E-27	protein-coding	XP_011426369.2
LOC105341820	LOC105341820	3	0.401858804	3.028184766	0.943827564	0.42577566	0.536332109	0	0	probable inactive peptidyl-prolyl cis-trans isomerase-like 6	Q8IXY8.1	3.71E-100	Y75B12B.5.1	4.52E-55	CG7768-PB	3.44E-48	XP_030850300.1	1.14E-116	protein-coding	XP_034335370.1
LOC109619311	LOC109619311	3	0.399898986	32.76440101	0.999346832	0.400160358	0.762622434	0	0	uncharacterized LOC109619311_ncRNA									lncRNA	
LOC105317802	LOC105317802	3	0.398262031	4.604869439	0.957544089	0.415920306	0.538442752	0	0	calmodulin-like protein 12	P27164.2	9.09E-45	T21H3.3a.1	1.63E-43	Cam-PD	1.59E-43	XP_011675926.1	1.07E-44	protein-coding	XP_034326096.1
LOC105337438	LOC105337438	3	0.393564366	5.887089957	0.971260614	0.405209849	0.557510345	0	0	uncharacterized LOC105337438	Q3V2K1.1	4.01E-11	Y65B4BR.8.1	3.2	Mvl-PE	0.76	XP_001194759.2	2.46E-26	protein-coding	XP_011440456.1
LOC105333803	LOC105333803	3	0.393051602	4.978109397	0.96015676	0.409361906	0.514055046	0	0	splicing regulatory glutamine/lysine-rich protein 1-like	A6UX46.1	5.1	F26A1.15.1	0.023	CG5255-PA	5.7	XP_030841309.1	1.8	protein-coding	XP_011435285.2
LOC105343087	LOC105343087	3	0.389472236	4.709010923	0.979098628	0.397786519	0.593415927	0	0	EF-hand domain-containing family member C2	Q32TF8.2	0	Y49A10A.1.1	1.71E-22	Efhc1.2-PA	1.04E-146	XP_798540.1	0	protein-coding	XP_011448575.2
LOC105348169	LOC105348169	3	0.388250106	3.31579336	0.961463096	0.403811761	0.564444746	0	0	adenylate kinase 7	Q96M32.3	0	ZK863.6.2	0.000169	Dpy-30L2-PB	7.19E-06	XP_030854537.1	0	protein-coding	XP_011455795.2
LOC105331878	LOC105331878	3	0.385003055	7.096677884	0.99085565	0.388556148	0.638574667	0	0	uncharacterized LOC105331878	O50580.1	7.4	F10A3.3.1	0.25	CG42264-PB	8.6	XP_030839847.1	2.2	protein-coding	XP_011432551.2
LOC105344947	LOC105344947	3	0.383043207	3.184434193	0.943174396	0.406121295	0.522739923	0	0	uncharacterized LOC105344947	P53850.1	3.8	F55F8.5.2	2.1	CG17122-PA	1.4	XP_030833309.1	6.3	protein-coding	XP_011451174.1
LOC105343242	LOC105343242	3	0.381677097	4.656807321	0.962769432	0.396436659	0.517691417	0	0	interaptin	Q16787.2	2.71E-09	K08C7.3c.1	9.91E-06	Rok-PB	0.014	XP_030833023.1	4.48E-57	protein-coding	XP_011448828.2
LOC105327956	LOC105327956	3	0.381345112	3.516667353	0.960809928	0.396899638	0.547445296	0	0	protein C9orf135 homolog	Q32L77.1	5.01E-43			CG4611-PA	1.4	XP_785964.3	1.04E-95	protein-coding	XP_011426944.1
LOC105318289	LOC105318289	3	0.380125227	9.59318421	0.992815153	0.382876134	0.653159761	0	0	centrosome and spindle pole-associated protein 1	B2RX88.2	0.007	F47D12.4c.2	1.5	CG15563-PA	0.000416	XP_001195971.3	5.07E-16	protein-coding	XP_034328674.1
LOC105333512	LOC105333512	3	0.379116529	1.709093495	0.901371653	0.42059957	0.496477041	0.00E+00	0.00E+00	Uncharacterized protein C2orf73-like protein	A6QQL5.1	2.23E-09	F08G2.8.1	1.1	mgl-PE	9.3	XP_779971.3	2.04E-28	protein-coding	XP_011434834.2
LOC105330097	LOC105330097	3	0.3787633	10.34961332	0.991508818	0.382006991	0.636258263	0	0	phosphatidylcholine transfer protein	P53809.2	2.32E-81	C06H2.2.1	6.23E-15	CG6565-PC	8.73E-20	XP_783897.2	2.82E-86	protein-coding	XP_011429976.1
LOC105334733	LOC105334733	3	0.378249579	38.40950344	0.999346832	0.378496801	0.739642602	0	0	calmodulin	Q95NR9.3	1.40E-102	T21H3.3a.1	1.42E-102	Cam-PD	7.47E-103	XP_003726932.1	8.41E-103	protein-coding	XP_011436588.1
LOC105329120	LOC105329120	3	0.377179095	2.434362328	0.881776617	0.427749033	0.4590819	4.23E-294	1.62E-288	uncharacterized LOC105329120	Q8UEP4.1	1.3	Y34B4A.7.3	2.1	LpR1-PQ	6	XP_797235.3	1.30E-41	protein-coding	XP_011428591.1
LOC105340519	LOC105340519	4	0.339870359	9.959059423	0.721843003	0.470836951	0.168778971	1.28E-94	4.91E-89	uncharacterized LOC105340519	B4F220.1	4	F52H3.7a.2	4.2	CG30069-PA	9	XP_003724227.3	1.4	protein-coding	XP_011444918.2
LOC105333922	LOC105333922	4	0.338461175	4.721928237	0.744880546	0.454383158	0.236492799	7.09E-133	2.71E-127	forkhead box protein L2	Q12951.3	2.25E-31	C25A1.2.2	1.41E-39	fd102C-PA	3.80E-36	XP_003725384.1	8.84E-47	protein-coding	XP_011435457.2
LOC105339354	LOC105339354	4	0.335081374	2.642325206	0.760238908	0.440757991	0.316480167	6.94E-179	2.65E-173	zinc finger protein ZIC 4	O73689.1	8.07E-121	C47C12.3b.1	6.32E-54	opa-PA	3.99E-95	XP_030837642.1	1.00E-114	protein-coding	XP_011443176.2
LOC105333225	LOC105333225	4	0.333726082	2.551649371	0.740614334	0.450607106	0.290184965	1.17E-163	4.46E-158	T-box brain protein 1	Q64336.2	1.91E-91	F21H11.3.2	6.33E-55	byn-PC	1.92E-60	XP_791266.2	1.23E-90	protein-coding	XP_034310283.1
LOC105348692	LOC105348692	4	0.32243431	3.451172383	0.870307167	0.370483344	0.340786637	4.76E-193	1.82E-187	four-jointed box protein 1	P54360.2	6.80E-89	Y54G2A.17c.2	0.076	fj-PA	7.36E-89	XP_011662184.2	1.22E-82	protein-coding	XP_034332764.1
LOC105335844	LOC105335844	4	0.31865764	2.793102914	0.895051195	0.356021691	0.363440881	2.50E-206	9.55E-201	protein turtle homolog B	Q967D7.2	1.03E-116	SSSD1.1.1	3.46E-53	tutl-PE	8.47E-114	XP_030834556.1	1.68E-102	protein-coding	XP_011438261.2
LOC105328717	LOC105328717	4	0.317648748	2.995611045	0.788395904	0.402905122	0.309535876	7.44E-175	2.84E-169	fibroblast growth factor receptor-like 1	Q7T2H2.1	2.32E-110	Y102A11A.8.1	7.60E-37	sdk-PH	1.04E-20	NP_001165523.1	4.54E-101	protein-coding	XP_011428011.1
LOC105331022	LOC105331022	4	0.302879263	0.801431124	0.638225256	0.474564835	0.292851362	3.37E-165	1.29E-159	zinc finger protein 521	Q80TS5.2	0	C55B7.12a.1	2.77E-21	Oaz-PB	2.79E-72	XP_011678573.2	0	protein-coding	XP_011431322.2
LOC117684631	LOC117684631	4	0.291655336	10.61922164	0.953924915	0.305742445	0.193892124	9.80E-109	3.75E-103	uncharacterized LOC117684631_ncRNA									lncRNA	
LOC105345251	LOC105345251	4	0.280966606	3.775364693	0.940273038	0.298813849	0.33153534	1.20E-187	4.58E-182	frizzled-5	Q8CHL0.1	0	F27E11.3.1	1.65E-142	fz2-PG	0	XP_003724546.2	0	protein-coding	XP_011451646.2
LOC105325527	LOC105325527	4	0.277505297	3.113172618	0.759385666	0.365433941	0.245348162	6.33E-138	2.42E-132	probable E3 ubiquitin-protein ligase XERICO	Q04781.1	3.41E-06	Y54E10A.11.2	0.000432	CG15814-PD	2.76E-05	XP_794833.2	5.74E-06	protein-coding	XP_019921615.2
LOC117680460	LOC117680460	4	0.275551337	2.790711549	0.860068259	0.320383102	0.260373299	1.62E-146	6.18E-141	lysM and putative peptidoglycan-binding domain-containing protein 2-like	Q8IV50.1	5.59E-17	B0041.3.1	1.38E-08	red-PE	6.02E-15	XP_030828012.1	1.42E-14	protein-coding	XP_034320197.1
LOC105339352	LOC105339352	4	0.268549214	1.1159349	0.516211604	0.520230875	0.22479073	3.21E-126	1.23E-120	zinc finger protein ZIC 4	A0JC51.1	6.14E-136	C47C12.3a.2	6.55E-57	opa-PA	4.53E-100	XP_030837642.1	7.88E-129	protein-coding	XP_034329812.1
LOC105335858	LOC105335858	4	0.261333542	5.349745808	0.981228669	0.266332966	0.34436886	3.82E-195	1.46E-189	protein FAM43A	Q8N2R8.2	1.44E-40	F52D10.2.1	2.28E-58	CG8312-PD	2.26E-55	XP_030837302.1	1.14E-19	protein-coding	XP_011438290.1
LOC105347565	LOC105347565	4	0.261261089	2.977409177	0.876279863	0.298148	0.22731159	1.19E-127	4.53E-122	nuclear distribution protein nudE homolog 1	Q9CZA6.1	1.06E-100	R11A5.2.1	8.59E-11	nudE-PF	4.21E-31	XP_030847347.1	9.03E-103	protein-coding	XP_034314630.1
LOC105345408	LOC105345408	4	0.25897812	2.326013463	0.63225256	0.409611818	0.198951585	1.37E-111	5.24E-106	quinone reductase-like	Q93T20.1	6.30E-16	W06D12.2.1	0.24	Gdn1-PA	5.4	XP_030830078.1	3.02E-51	protein-coding	XP_011451842.1
LOC105345377	LOC105345377	4	0.257959469	1.37837124	0.660409556	0.390605294	0.237166266	2.93E-133	1.12E-127	MDS1 and EVI1 complex locus protein EVI1-B	Q03112.3	1.04E-60	R53.3b.1	1.38E-29	ham-PD	4.54E-54	XP_003730421.2	1.28E-56	protein-coding	XP_011451805.2
LOC105328829	LOC105328829	4	0.240377154	2.946555985	0.898464164	0.267542284	0.248836249	6.45E-140	2.46E-134	contactin-5	Q9VN14.2	1.38E-139	Y54G2A.25a.1	2.09E-50	Cont-PA	1.39E-134	XP_030829353.1	3.37E-93	protein-coding	XP_034310998.1
LOC105333393	LOC105333393	4	0.237351213	2.21826458	0.854095563	0.277897724	0.220514591	8.59E-124	3.28E-118	amidophosphoribosyltransferase	Q06203.1	0	T04A8.5.1	7.71E-151	Prat2-PB	0	XP_780199.1	0	protein-coding	XP_011434633.2
LOC105336032	LOC105336032	4	0.235916264	4.253722428	0.848976109	0.277883278	0.134079479	3.02E-75	1.16E-69	uncharacterized LOC105336032	Q9LDN1.1	1.7	C16A11.3a.1	1	axed-PE	2	XP_030846264.1	5.7	protein-coding	XP_011438505.2
LOC105338877	LOC105338877	4	0.235017252	1.386307083	0.773890785	0.303682712	0.213711349	6.18E-120	2.36E-114	insulin-like growth factor-binding protein complex acid labile subunit	P70193.2	6.73E-19	C44H4.2.1	6.63E-16	CG14762-PB	5.44E-17	XP_003730726.2	3.00E-16	protein-coding	XP_011442465.2
LOC105333766	LOC105333766	4	0.233001025	2.047153459	0.869453925	0.267985477	0.257043387	1.31E-144	4.99E-139	angiomotin	Q4VCS5.1	1.05E-65	F59C12.3.1	6.31E-14	CG3009-PB	9.2	XP_030837873.1	9.22E-47	protein-coding	XP_011435228.2
